split,family,q,threshold,cal_accepted,final_deployment,N,n_R,coverage,changed,conditional_risk,marginal_change,benefit,harm,neutral_change,correct,accuracy,accuracy_diff_Text,INVALID_selected,routed_both_INVALID,routed_R_only_INVALID,routed_Text_only_INVALID,routed_both_valid,risk_CP95_descriptive_low,risk_CP95_descriptive_high,mean_cost_ms,median_cost_ms,p95_cost_ms,net_saving_vs_Text_ms,net_saving_vs_Text_fraction,U,random_expected_changes,random_hypergeom95_low,random_hypergeom95_high
dev,H,0.35,0.05674748570779616,False,False,742,271,0.36522911051212936,6,0.02214022140221402,0.008086253369272238,2,4,0,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,271,0.00816740557687277,0.0475645592980983,758.0775386145307,922.3009588173263,1219.360344351592,217.68643784331184,0.2230933331168297,0.8376935505480424,26.296495956873315,19,34
dev,H,0.4,0.05797360744743901,False,False,742,298,0.40161725067385445,7,0.02348993288590604,0.009433962264150943,2,4,1,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,298,0.009495143856515415,0.04779724489637388,731.5303421122856,899.5231923565871,1218.8581457982425,244.23363434555688,0.2502999088285249,0.8387050167569311,28.91644204851752,21,37
dev,H,0.45,0.05916083866108548,False,False,742,321,0.4326145552560647,10,0.03115264797507788,0.013477088948787063,3,6,1,642,0.8652291105121294,-0.004043126684636119,0,0,0,0,321,0.015037986087514594,0.05654320805886408,710.1209499157588,880.8199005971835,1218.380199646075,265.6430265420838,0.27224106746224075,0.8381730202389809,31.148247978436657,23,39
dev,H,0.5,0.06054404428993229,False,False,742,364,0.49056603773584906,11,0.03021978021978022,0.014824797843665768,4,6,1,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,364,0.015180177998828837,0.05342728266045078,667.9204169843861,752.4324442870122,1216.7892178688114,307.8435594734564,0.3154897771395198,0.8411285980873127,35.320754716981135,27,43
dev,H,0.55,0.06213846426496155,False,False,742,405,0.545822102425876,13,0.03209876543209877,0.01752021563342318,4,8,1,641,0.8638814016172507,-0.005390835579514825,0,0,0,0,405,0.017199757844802165,0.05426442681469675,628.2567543901226,323.14416396661125,1201.9613363731223,347.50722206772,0.3561386056997298,0.8399443927689539,39.299191374663074,31,47
dev,H,0.6,0.06369634690047259,False,False,742,448,0.6037735849056604,18,0.04017857142857143,0.02425876010781671,6,11,1,640,0.862533692722372,-0.006738544474393531,0,0,0,0,448,0.02398326295926779,0.06275775520031719,585.4805156633543,321.34692392407356,1183.2596626244988,390.28346079448835,0.3999773205517086,0.8402264876091636,43.471698113207545,36,51
dev,H,0.65,0.06522160496562059,False,False,742,487,0.6563342318059299,22,0.045174537987679675,0.029649595687331536,8,12,2,641,0.8638814016172507,-0.005390835579514825,0,0,0,0,487,0.028523878744951735,0.06759832540109943,546.7849567649698,314.1428269842144,1177.2241574918537,428.9790196928727,0.4396339996585297,0.8430485235674092,47.25606469002695,40,55
dev,H,0.7,0.06693927405430387,False,False,742,525,0.7075471698113207,26,0.049523809523809526,0.03504043126684636,10,14,2,641,0.8638814016172507,-0.005390835579514825,0,0,0,0,525,0.03260212789544768,0.07172442125865024,507.77993241543953,285.5579580897381,1154.7711250381053,467.98404404240307,0.47960783071870466,0.8445346414745523,50.943396226415096,44,58
dev,H,0.75,0.06869357264583029,False,False,742,560,0.7547169811320755,32,0.05714285714285714,0.0431266846361186,10,20,2,635,0.8557951482479784,-0.013477088948787063,0,0,0,0,560,0.03941030790202388,0.07971411509832556,472.7983349852438,284.94958546624935,1145.8840696326654,502.9656414725988,0.5154583009904027,0.8377812107154038,54.339622641509436,47,61
dev,H,0.8,0.07021375331710436,False,False,742,587,0.7911051212938005,32,0.054514480408858604,0.0431266846361186,10,20,2,635,0.8557951482479784,-0.013477088948787063,0,0,0,0,587,0.03758303633350635,0.07608966971102006,446.3115930471703,284.6538710941568,1123.0298950802305,529.4523834106723,0.5426029205675919,0.8387903735643566,56.95956873315364,50,63
dev,H,0.85,0.07239492941810417,False,False,742,622,0.8382749326145552,36,0.05787781350482315,0.04851752021563342,12,22,2,635,0.8557951482479784,-0.013477088948787063,0,0,0,0,622,0.04086246085524524,0.07923000666213349,413.33338405584794,284.15748744397814,1100.851055930764,562.4305924019947,0.5764002422426938,0.8400468657149147,60.35579514824798,54,66
dev,H,0.9,0.07497978205849046,False,False,742,664,0.894878706199461,51,0.07680722891566265,0.06873315363881402,17,30,4,632,0.8517520215633423,-0.01752021563342318,0,0,0,0,664,0.05771992894107259,0.09975315275635852,371.75393065133204,283.869299349367,1034.603609823422,604.0100458065103,0.6190124460211678,0.8375879444321248,64.43126684636118,59,69
dev,H,0.95,0.07908576259385748,False,False,742,704,0.9487870619946092,62,0.08806818181818182,0.08355795148247978,17,39,6,623,0.839622641509434,-0.029649595687331536,0,0,0,0,704,0.06818678261186913,0.11147868397357928,330.2275253656045,283.3746045300648,829.9174578817042,645.5364510922379,0.6615702840717937,0.8270407486107241,68.31266846361186,65,71
dev,H,1.0,Infinity,False,False,742,742,1.0,72,0.09703504043126684,0.09703504043126684,18,46,8,617,0.8315363881401617,-0.03773584905660377,0,0,0,0,742,0.07669915718962547,0.12063764140899545,252.08919386679403,243.88320301659405,284.5332355820574,723.6747825910485,0.741649415279797,0.821931618717496,72.0,72,72
dev,Random,0.05,0.05,False,False,742,47,0.06334231805929919,4,0.0851063829787234,0.005390835579514825,1,3,0,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,47,0.023677092103897728,0.2037926964125336,930.5021078639147,958.8077289494913,1219.0887867527513,45.26186859392777,0.04638608278841629,0.8311240574053974,4.560646900269542,1,9
dev,Random,0.1,0.1,False,False,742,90,0.12129380053908356,6,0.06666666666666667,0.008086253369272238,1,3,2,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,90,0.024856666279034968,0.13947569948479666,887.679143144762,952.7216725390072,1188.8094109673157,88.08483331308052,0.09027268421287757,0.8327556414325167,8.733153638814017,4,14
dev,Random,0.15,0.15,False,False,742,127,0.1711590296495957,7,0.05511811023622047,0.009433962264150943,1,4,2,642,0.8652291105121294,-0.004043126684636119,0,0,0,0,127,0.022444751352238373,0.11026813925997554,850.9054085025316,936.1671679454405,1186.04504588742,124.8585679553109,0.12795980479681643,0.8328090367921723,12.323450134770889,7,18
dev,Random,0.2,0.2,False,False,742,171,0.23045822102425875,9,0.05263157894736842,0.012129380053908356,1,6,2,640,0.862533692722372,-0.006738544474393531,0,0,0,0,171,0.024345851618600867,0.09755762272230854,808.3081927301913,920.2969229711733,1180.0314541672196,167.45578372765124,0.17161505012261138,0.831736601841406,16.59299191374663,10,23
dev,Random,0.25,0.25,False,False,742,207,0.27897574123989216,17,0.0821256038647343,0.022911051212938006,4,10,3,639,0.8611859838274932,-0.008086253369272238,0,0,0,0,207,0.04856875256086189,0.1282353046976089,771.9943688760221,909.0737651193319,1170.834294148044,203.76960758182037,0.2088308366553273,0.8317724742878159,20.086253369272235,13,27
dev,Random,0.3,0.3,False,False,742,245,0.330188679245283,18,0.07346938775510205,0.02425876010781671,5,10,3,640,0.862533692722372,-0.006738544474393531,0,0,0,0,245,0.04412156296927879,0.11362935823118919,734.8675767679167,888.7197495636278,1167.5752031150346,240.89639968992577,0.2468797839457169,0.8345347391663598,23.77358490566038,16,31
dev,Random,0.35,0.35,False,False,742,293,0.3948787061994609,25,0.08532423208191127,0.03369272237196765,8,13,4,640,0.862533692722372,-0.006738544474393531,0,0,0,0,293,0.05597833837574065,0.12337840698680658,689.4310860347554,862.4162214841181,1150.1757157502498,286.3328904230872,0.2934448261376844,0.8362659003088628,28.431266846361186,21,36
dev,Random,0.4,0.4,False,False,742,327,0.44070080862533695,28,0.0856269113149847,0.03773584905660377,9,15,4,639,0.8611859838274932,-0.008086253369272238,0,0,0,0,327,0.05765234082903598,0.1213764422974676,654.615368265074,830.9194974147767,1134.7493994973283,321.1486081927685,0.329125296630218,0.8362446938964311,31.730458221024257,24,40
dev,Random,0.45,0.45,False,False,742,369,0.4973045822102426,35,0.0948509485094851,0.04716981132075472,10,20,5,635,0.8557951482479784,-0.013477088948787063,0,0,0,0,369,0.06695866753801423,0.1294434720281979,613.2482551379845,416.521643059209,1126.7605924109257,362.515721319858,0.3715198860239132,0.8324299734100408,35.80592991913747,28,44
dev,Random,0.5,0.5,False,False,742,406,0.5471698113207547,41,0.10098522167487685,0.05525606469002695,11,24,6,632,0.8517520215633423,-0.01752021563342318,0,0,0,0,406,0.07344751290993913,0.13449919917029893,577.7544818075698,283.2599090633751,1126.0276498136584,398.00949465027264,0.40789525361973483,0.8297391835850287,39.39622641509434,32,47
dev,Random,0.55,0.55,False,False,742,432,0.5822102425876011,43,0.09953703703703703,0.057951482479784364,12,25,6,632,0.8517520215633423,-0.01752021563342318,0,0,0,0,432,0.07297532966373331,0.1317301002522819,552.0202360828423,282.12531448673667,1115.2730901091925,423.7437403750003,0.4342686864842545,0.8307196758174044,41.919137466307276,34,50
dev,Random,0.6,0.6,False,False,742,469,0.6320754716981132,46,0.09808102345415778,0.06199460916442048,13,27,6,631,0.8504043126684636,-0.018867924528301886,0,0,0,0,469,0.07270494583047357,0.12865581473701124,515.925350089982,249.44749952183594,1109.6810835383428,459.8386263678605,0.47126009717753464,0.8307472065826677,45.50943396226415,38,53
dev,Random,0.65,0.65,False,False,742,495,0.6671159029649596,48,0.09696969696969697,0.0646900269541779,14,28,6,631,0.8504043126684636,-0.018867924528301886,0,0,0,0,495,0.07236523387737571,0.12650917418977944,490.4523256706313,246.87400343011456,1104.770432735333,485.31165078721125,0.497365820522458,0.8317177461059725,48.03234501347709,40,55
dev,Random,0.7,0.7,False,False,742,529,0.7129380053908356,49,0.09262759924385633,0.0660377358490566,15,28,6,632,0.8517520215633423,-0.01752021563342318,0,0,0,0,529,0.06931250538336699,0.12060841936460164,457.81738793245745,245.84807804484248,1088.9159591654934,517.9465885253851,0.5308113447737663,0.834308868283627,51.33153638814016,44,58
dev,Random,0.75,0.75,False,False,742,562,0.7574123989218329,52,0.09252669039145907,0.07008086253369272,15,31,6,629,0.8477088948787062,-0.0215633423180593,0,0,0,0,562,0.06987565919870377,0.11956536712993894,425.227948478215,245.3638484953125,1078.8083173749123,550.5360279796275,0.5642102406548651,0.8315074213662613,54.53369272237197,48,61
dev,Random,0.8,0.8,False,False,742,590,0.7951482479784366,56,0.09491525423728814,0.07547169811320754,16,34,6,627,0.8450134770889488,-0.02425876010781671,0,0,0,0,590,0.07249524434179007,0.12148417564579572,398.1815921208144,245.08433095331554,1058.1568158113585,577.5823843370282,0.5919283743531214,0.8298424881147399,57.25067385444744,51,63
dev,Random,0.85,0.85,False,False,742,623,0.839622641509434,59,0.09470304975922954,0.07951482479784366,17,36,6,626,0.8436657681940701,-0.025606469002695417,0,0,0,0,623,0.07287457032313124,0.12045884518935464,366.8489878528586,244.87162845170388,1033.3479461007064,608.9149886049839,0.6240392177782881,0.8296885727133038,60.45283018867924,54,66
dev,Random,0.9,0.9,False,False,742,658,0.8867924528301887,64,0.0972644376899696,0.0862533692722372,18,39,7,624,0.8409703504043127,-0.02830188679245283,0,0,0,0,658,0.07571229162331473,0.12250594538866151,331.54455563576175,244.59275139246893,969.5852660087119,644.2194208220808,0.6602205414066278,0.8283382777582146,63.84905660377358,59,69
dev,Random,0.95,0.95,False,False,742,699,0.9420485175202157,68,0.09728183118741059,0.09164420485175202,18,42,8,621,0.8369272237196765,-0.03234501347708895,0,0,0,0,699,0.07633594717366957,0.12169674669033602,293.09111485828123,244.2677850927623,839.8886558060601,682.6728615995614,0.6996290886631804,0.8257602532721716,67.82749326145553,64,71
dev,Random,1.0,1.0,False,False,742,742,1.0,72,0.09703504043126684,0.09703504043126684,18,46,8,617,0.8315363881401617,-0.03773584905660377,0,0,0,0,742,0.07669915718962547,0.12063764140899545,252.08919386679403,243.88320301659405,284.5332355820574,723.6747825910485,0.741649415279797,0.821931618717496,72.0,72,72
